title,ranking,year,duration,genre,rating,directors,votes
 Legend of the Galactic Heroes,"7,956.",(1988–1997),25 min,"Animation, Action, Drama",8.054,"Shinichiro Kimura,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Kei Tomiyama,Nozomu Sasaki, Kume Issei,Mitsutaka Noshitani,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Katsuji Mori,Yû Mizushima,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Katsuhisa Yamada,Noboru Ishiguro,Ryô Horikawa,Kaneto Shiozawa,Katsuji Mori,Masashi Hironaka, Akio Sakai,Noboru Ishiguro,Kei Tomiyama,Yoshiko Sakakibara,Nozomu Sasaki,Issei Masamune, Shinji Takagi,Noboru Ishiguro,Kei Tomiyama,Keaton Yamada,Kôsei Tomita,Yoshiko Sakakibara, Keitarô Motonaga,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Kei Tomiyama,Yoshiko Sakakibara, Satoshi Kimura,Mitsutaka Noshitani,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Kaneto Shiozawa, Tatsuya Okamoto,Noboru Ishiguro,Kei Tomiyama,Yoshiko Sakakibara,Nozomu Sasaki,Mami Koyama, Yoshito Hata,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Kei Tomiyama, Makoto Nagao,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Norio Wakamoto, Satoshi Kimura,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Kei Tomiyama, Masato Kitagawa,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Kei Tomiyama,Nozomu Sasaki, Masayuki Ôzeki,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Kaneto Shiozawa, Tomokazu Kôgo,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Nozomu Sasaki,Kaneto Shiozawa, Noboru Ishiguro,Fumihiro Ueno,Kei Tomiyama,Michio Hazama,Yoshiko Sakakibara,Kaneto Shiozawa, Shinichiro Kimura,Noboru Ishiguro,Keaton Yamada,Yoshiko Sakakibara,Michio Hazama,Takeshi Aono, Kenichi Maejima,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Kei Tomiyama,Nozomu Sasaki, Tomokazu Kôgo,Noboru Ishiguro,Ryô Horikawa,Kei Tomiyama,Yoshiko Sakakibara,Nozomu Sasaki, Kiyoshi Nakamura,Mitsutaka Noshitani,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Kaneto Shiozawa,Norio Wakamoto,Masako Katsuki, Tomokazu Kôgo,Mitsutaka Noshitani,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Kaneto Shiozawa,Katsuji Mori,Kei Tomiyama, Hiroshi Yamada,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Kei Tomiyama,Yoshiko Sakakibara, Kazunori Tanabashi,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Kei Tomiyama,Nozomu Sasaki, Norifumi Kiyozumi,Mitsutaka Noshitani,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Kei Tomiyama,Yoshiko Sakakibara, Yasuhiro Matsumura,Noboru Ishiguro,Nozomu Sasaki,Akira Kume,Osamu Saka,Shigeru Chiba, Shinichiro Kimura,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Keiko Han,Masami Kikuchi, Hideki Tonokatsu,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Masako Katsuki, Kenichi Maejima,Fumihiro Ueno,Noboru Ishiguro,Kei Tomiyama,Yoshiko Sakakibara,Nozomu Sasaki,Keaton Yamada, Hanyû Raisen,Noboru Ishiguro,Kei Tomiyama,Yoshiko Sakakibara,Nozomu Sasaki,Ryô Horikawa, Tatsuya Okamoto,Noboru Ishiguro,Kei Tomiyama,Yoshiko Sakakibara,Michio Hazama,Mami Koyama, Kazuo Tomisawa,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Kaneto Shiozawa, Mitsutaka Noshitani,Yazaki Shigeru,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Kei Tomiyama,Yoshiko Sakakibara, Yoshihiro Ueda,Noboru Ishiguro,Kei Tomiyama,Yoshiko Sakakibara,Nozomu Sasaki,Tesshô Genda, Shinichiro Kimura,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Kei Tomiyama,Yoshiko Sakakibara, Daichi Katô,Tomomasa Yamazaki,Noboru Ishiguro,Kei Tomiyama,Kôsei Tomita,Yoshiko Sakakibara,Unshô Ishizuka, Mitsutaka Noshitani,Yoshihiro Ueda,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Katsuji Mori,Masako Katsuki,Norio Wakamoto, Satoru Namekawa,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Kei Tomiyama, Hanyû Raisen,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Masako Katsuki,Kei Tomiyama, Noboru Ishiguro,Shinji Takagi,Ryô Horikawa,Masashi Hironaka,Keiko Han,Osamu Saka, Hiroshi Yamada,Noboru Ishiguro,Kei Tomiyama,Nozomu Sasaki,Mami Koyama,Keaton Yamada, Masato Kitagawa,Noboru Ishiguro,Ryô Horikawa,Keiko Han,Kei Tomiyama,Nozomu Sasaki, Kenichi Maejima,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Kei Tomiyama,Yoshiko Sakakibara,Norio Wakamoto, Hiroshi Yamada,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Kaneto Shiozawa,Shûichi Ikeda, Hiroshi Kawashima,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Kaneto Shiozawa,Kei Tomiyama,Yoshiko Sakakibara, Yazaki Shigeru,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Kei Tomiyama,Nozomu Sasaki, Mitsutaka Noshitani,Tatsuya Okamoto,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Kaneto Shiozawa,Katsuji Mori,Masashi Hironaka, Tomomasa Yamazaki,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Masako Katsuki,Kei Tomiyama, Daichi Katô,Kenichi Maejima,Noboru Ishiguro,Ryô Horikawa,Kei Tomiyama,Nozomu Sasaki,Kiyoshi Kobayashi",8414.0
 Les aventures tumultueuses de Jack Carter,"2,284.",(2003– ),Desconhecido,,,,0.0
 Lexx,502.,(1996–2002),47 min,"Action, Adventure, Comedy",7.225,,1968.0
 Lone Wolf and Cub,164.,(1973– ),Desconhecido,,7.9,,10.0
 Los hombres de Paco,"9,109.",(2005–2021),Desconhecido,,8.2125,,164.0
 M.E.T.R.O. - Ein Team auf Leben und Tod,580.,(2006– ),90 min,"Action, Crime",,,0.0
 MacGyver,123.,(1985–1992),49 min,"Action, Adventure, Crime",7.8,,2230.0
 Ned Blessing: The Story of My Life and Times,177.,(1993– ),Desconhecido,,6.6,,11.0
 New Captain Scarlet,"4,671.",(2005),21 min,"Animation, Action, Sci-Fi",7.633333333333333,"Dominic Lavery,Mark Woollard,Wayne Forester,Emma Tate,Mike Haley,Jules de Jongh",119.0
 Nickelodeon GUTS,"8,240.",(1992–1995),Desconhecido,,,,0.0
 Odyssey 5,218.,(2002–2004),120 min,"Action, Adventure, Drama",8.1,,511.0
 Oh Yeah! Cartoons,244.,(1998–2002),10 min,"Animation, Short, Action",7.75,,139.0
 Oi dromoi tis polis,"6,277.",(1995–1996),Desconhecido,,,,0.0
 Once a Thief,128.,(1996–1998),Desconhecido,,7.75,,26.0
" Philip Marlowe, Private Eye",127.,(1983–1986),Desconhecido,,7.3,,65.0
 Police Story,213.,(1973–1987),113 min,"Action, Crime, Drama",7.074999999999999,,156.0
 Police Woman,180.,(1974–1978),60 min,"Action, Crime, Drama",5.0,,22.0
 Pretty Guardian Sailor Moon,"3,231.",(2003–2004),Desconhecido,"Action, Adventure, Fantasy",6.952272727272728,,398.0
 Quantum Leap,74.,(1989–1993),44 min,"Action, Adventure, Drama",7.8,,5375.0
 Ranma ½ OVA,86.,(1993–2008),Desconhecido,"Animation, Action, Comedy",6.9799999999999995,,896.0
 ReBoot,227.,(1994–2001),24 min,"Animation, Action, Adventure",8.8,"Michael Robison,Dick Zondag,Michael Benyaer,Kathleen Barr,Matthew Sinclair,Tony Jay",89.0
 Remington Steele,58.,(1982–1987),49 min,"Action, Adventure, Comedy",7.6,,233.0
 Rough Diamond,564.,(2005–2007),120 min,"Action, Crime, Drama",7.8,,159.0
 S.W.A.T.,115.,(1975–1976),95 min,"Action, Crime, Drama",7.7,,29.0
 SK Babies,242.,(1996–1999),85 min,"Action, Crime",4.5,,15.0
 SOKO Kitzbühel,575.,(2001– ),87 min,"Action, Crime",6.1,,17.0
 Sailor Moon,"3,315.",(1992–1997),24 min,"Animation, Action, Adventure",7.738028169014086,"Harume Kosaka,Kunihiko Ikuhara,Tomohisa Asô,Johnny Yong Bosch,Kira Buckland,Rica Fukami, Kônosuke Uda,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara, Hiromichi Matano,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Michie Tomizawa,Aya Hisakawa, Harume Kosaka,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Sandy Fox,Toshio Furukawa, Yûji Endô,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Christine Marie Cabanos,Robbie Daymond, Kazuhisa Takenouchi,Jun'ichi Satô,Charlotte Ardai,Brian Beacock,Annelie Berg,Ewamaria Björkström-Roos, Kunihiko Ikuhara,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Emi Shinohara, Yûji Endô,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Masaya Onosaka, Takao Yoshizawa,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Emi Shinohara, Yûji Endô,Kunihiko Ikuhara,Kae Araki,Kira Buckland,Christine Marie Cabanos,Robbie Daymond, Takuya Igarashi,Kunihiko Ikuhara,Christine Marie Cabanos,Rica Fukami,Kate Higgins,Aya Hisakawa, Takuya Igarashi,Kunihiko Ikuhara,Kae Araki,Kira Buckland,Christine Marie Cabanos,Sandy Fox, Noriyo Sasaki,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara, Harume Kosaka,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Christine Marie Cabanos,Robbie Daymond, Takao Yoshizawa,Jun'ichi Satô,Kae Araki,Keiko Han,Tôru Furuya,Michie Tomizawa, Kazuhisa Takenouchi,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa, Harume Kosaka,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Michie Tomizawa,Aya Hisakawa, Harume Kosaka,Kunihiko Ikuhara,Kae Araki,Kira Buckland,Christine Marie Cabanos,Robbie Daymond, Kazuhisa Takenouchi,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Masaya Onosaka, Kunihiko Ikuhara,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Shino Kakinuma,Masaya Onosaka, Noriyo Sasaki,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Johnny Yong Bosch,Robbie Daymond, Harume Kosaka,Kunihiko Ikuhara,Kotono Mitsuishi,Michie Tomizawa,Aya Hisakawa,Emi Shinohara, Hiroki Shibata,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Robbie Daymond,Sandy Fox, Yûji Endô,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Robbie Daymond,Debi Derryberry, Yûji Endô,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa, Takuya Igarashi,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Kira Buckland,Christine Marie Cabanos, Kônosuke Uda,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Kira Buckland,Christine Marie Cabanos, Yûji Endô,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa, Harume Kosaka,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Johnny Yong Bosch,Robbie Daymond, Yûji Endô,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Emi Shinohara, Kunihiko Ikuhara,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa, Hiroki Shibata,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara, Kônosuke Uda,Kunihiko Ikuhara,Kotono Mitsuishi,Michie Tomizawa,Aya Hisakawa,Emi Shinohara, Jun'ichi Satô,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara, Takao Yoshizawa,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa, Yûji Endô,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Robbie Daymond,Sandy Fox, Harume Kosaka,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara, Hiroki Shibata,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Johnny Yong Bosch,Robbie Daymond, Harume Kosaka,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Tôru Furuya, Kazuhisa Takenouchi,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Michie Tomizawa,Aya Hisakawa, Jun'ichi Satô,Kunihiko Ikuhara,Yuri Amano,Kae Araki,John Eric Bentley,Robbie Daymond, Kônosuke Uda,Jun'ichi Satô,Kae Araki,Keiko Han,Tôru Furuya,Michie Tomizawa, Kunihiko Ikuhara,Jun'ichi Satô,Kae Araki,Tôru Furuya,Michie Tomizawa,Aya Hisakawa, Harume Kosaka,Kunihiko Ikuhara,Kae Araki,Johnny Yong Bosch,Robbie Daymond,Sandy Fox, Yûji Endô,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara, Noriyo Sasaki,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa, Takuya Igarashi,Kunihiko Ikuhara,Kotono Mitsuishi,Aya Hisakawa,Michie Tomizawa,Emi Shinohara, Jun'ichi Satô,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa, Takao Yoshizawa,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Masaya Onosaka, Yûji Endô,Kunihiko Ikuhara,Kotono Mitsuishi,Tôru Furuya,Michie Tomizawa,Aya Hisakawa, Yûji Endô,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Johnny Yong Bosch,Robbie Daymond, Hiroki Shibata,Kunihiko Ikuhara,Kotono Mitsuishi,Keiko Han,Michie Tomizawa,Aya Hisakawa, Harume Kosaka,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",6362.0
 Sauveur Giordano,247.,(2001– ),Desconhecido,"Action, Thriller",7.040000000000001,,45.0
 SeaQuest 2032,521.,(1993–1996),44 min,"Action, Adventure, Family",6.65,,1374.0
 Secret Agent,"5,618.",(1964–1967),51 min,"Action, Adventure, Crime",7.876086956521737,"Michael Truman,Peter Yates,Patrick McGoohan,Yôko Tani,Amanda Barrie,Ronald Howard",3959.0
 Seven Days,119.,(1998–2001),43 min,"Action, Drama, Sci-Fi",7.5,,386.0
 Shaft,522.,(1973–1974),73 min,"Action, Crime, Drama",7.2,,31.0
 Sharpe,576.,(1993–2008),100 min,"Action, Adventure, Drama",7.686666666666667,,38258.0
 She-Ra: Princess of Power,126.,(1985–1987),22 min,"Animation, Action, Adventure",6.1,,55.0
 Shootfighter Tekken,567.,(2002– ),45 min,"Animation, Action, Sport",6.766666666666667,,79.0
 Simon &amp; Simon,523.,(1981–1989),Desconhecido,,7.5,,42.0
 Smallville,524.,(2001–2011),45 min,"Action, Adventure, Drama",7.3,"Philip Sgriccia,Michael W. Watkins,Tom Welling,Kristin Kreuk,Michael Rosenbaum,Eric Johnson",1773.0
 Spender,525.,(1991–1993),95 min,"Action, Drama",7.5,,14.0
 Spirit Warrior,145.,(1994),Desconhecido,,7.15,"Takuji Endo,Rintarô,Tomohisa Asô,Jon Avner,Edward Morrisson Garland,Denise Gottwald",42.0
 Star Trek: Deep Space Nine,529.,(1993–1999),90 min,"Action, Adventure, Drama",8.466666666666667,,9526.0
 Star Trek: Enterprise,216.,(2001–2005),43 min,"Action, Adventure, Drama",7.477419354838708,,153725.0
 Star Trek: The Next Generation,59.,(1987–1994),46 min,"Action, Adventure, Sci-Fi",8.325,,23528.0
 Star Trek: The Original Series,526.,(1966–1969),50 min,"Action, Adventure, Sci-Fi",7.433333333333333,"Marc Daniels,Robert Butler,William Shatner,Leonard Nimoy,Jeffrey Hunter,Susan Oliver",12382.0
 Star Trek: Voyager,531.,(1995–2001),46 min,"Action, Adventure, Sci-Fi",7.510000000000001,"David Livingston,Michael Vejar,Kate Mulgrew,Robert Beltran,Roxann Dawson,Robert Duncan McNeill, Cliff Bole,Terry Windell,Kate Mulgrew,Robert Beltran,Roxann Dawson,Robert Duncan McNeill",20992.0
 Stargate SG-1,169.,(1997–2007),92 min,"Action, Adventure, Drama",8.1,,3514.0
 Stargate: Atlantis,563.,(2004–2009),88 min,"Action, Adventure, Drama",8.3,,2147.0
 Super Electronic Bioman,"4,852.",(1984–1985),Desconhecido,,,,0.0
 Super Life-Form Transformers: Beast Wars Neo,"4,851.",(1999),Desconhecido,,,,0.0
 Super-Robot Metalder,"4,857.",(1987– ),Desconhecido,,,,0.0
 TaleSpin,229.,(1990–1991),91 min,"Animation, Action, Adventure",7.8,"Larry Latham,Robert Taylor,Charlie Adler,Jim Cummings,Pat Fraley,Ed Gilbert",248.0
 Tarzan,190.,(1966–1968),60 min,"Action, Adventure",6.4,,25.0
 Tarzan: The Epic Adventures,540.,(1996–2000),Desconhecido,,7.3,,13.0
 Teenage Mutant Ninja Turtles,201.,(1987–1996),24 min,"Animation, Action, Adventure",7.0,,123.0
 The A-Team,933.,(1983–1987),49 min,"Action, Adventure, Crime",6.997894736842105,,29091.0
 The Accuser,"1,076.",(2000– ),Desconhecido,,,,0.0
 The Adventures of Batman,"2,742.",(1968–1969),23 min,"Animation, Action, Adventure",6.1,"Hal Sutherland,Anatole Kirsanoff,Bud Collyer,Bob Hastings,Jackson Beck,Jack Grimes",104.0
" The Adventures of Brisco County, Jr.","1,127.",(1993–1994),45 min,"Action, Adventure, Comedy",7.800000000000001,,4542.0
 The Adventures of Robin Hood,"1,173.",(1955–1960),25 min,"Action, Adventure, Family",7.5007142857142854,"Terence Fisher,Bernard Knowles,Ian Hunter,Patricia Burke,Bernadette O'Farrell,Alexander Gauge, Ralph Smart,Bernard Knowles,Alan Wheatley,Leo McKern,Gerard Heinz,Alfie Bass, Robert Day,Peter Maxwell,Richard Greene,Alexander Gauge,Alan Wheatley,Archie Duncan, Ralph Smart,Daniel Birt,Richard Greene,Alexander Gauge,Alan Wheatley,Leslie Phillips, Terry Bishop,Sidney Cole,Richard Greene,Archie Duncan,John Sharplin,Patrick Troughton, Lindsay Anderson,Ralph Smart,Richard Greene,Alexander Gauge,Bernadette O'Farrell,Archie Duncan",4432.0
 The Adventures of Sinbad,"1,297.",(1996–1998),Desconhecido,,6.935999999999999,,869.0
 The Amazing Spider-Man,"1,805.",(1977–1979),Desconhecido,"Action, Adventure, Crime",7.008333333333333,,832.0
 The Americans,"1,846.",(1961– ),60 min,"Action, War",,,0.0
 The Avengers,"2,193.",(1961–1969),52 min,"Action, Comedy, Crime",7.377215189873417,"Roy Ward Baker,Peter Graham Scott,Patrick Macnee,Diana Rigg,Alan MacNaughtan,Patrick Newell, James Hill,Leslie Norman,Patrick Macnee,Diana Rigg,Dudley Foster,Yootha Joyce, Peter Duffell,Gordon Flemyng,Patrick Macnee,Diana Rigg,Nigel Green,Jack MacGowran, Peter Graham Scott,Wolf Rilla,Patrick Macnee,Diana Rigg,Patrick Cargill,Suzanne Lloyd, Ray Austin,Robert Asher,Harry Booth,Patrick Macnee,Linda Thorson,Johnny Sekka,Nicola Pagett, John Hough,Vernon Sewell,Patrick Macnee,Linda Thorson,Patrick Newell,Joyce Carey",29495.0
 The Batman,"2,708.",(2004–2008),21 min,"Animation, Action, Adventure",7.314705882352942,,7018.0
 The Bionic Woman,"3,213.",(1976–1978),48 min,"Action, Adventure, Drama",7.034545454545454,"Tom Connors,Bruce L. Shurley,Lindsay Wagner,Richard Anderson,Martin E. Brooks,Frank Converse",6176.0
 The Blue Knight,"3,859.",(1975–1976),60 min,"Action, Crime, Drama",6.8,,7.0
 The Boondocks,"3,920.",(2005–2014),22 min,"Animation, Action, Comedy",8.133333333333333,"Anthony Bell,Lesean Thomas,Regina King,John Witherspoon,Cedric Yarbrough,Gary Anthony Williams,« Previous,Next »,TV Episodes,Action,Adventure,Drama,Comedy,Animation,Fantasy,Sci-Fi,Family,Crime,Thriller,Romance,Mystery,Sport,Game-Show,Music,Horror,History,War,Short,Reality-TV,Western,Talk-Show,Biography,Documentary,Musical,News,<svg version=""1.1"" id=""Layer_1"" xmlns=""http://www.w3.org/2000/svg"" x=""0px"" y=""0px"" viewBox=""0 0 30 14"" class=""sc-bcXHqe xhbNo"", Joe Horne,Lesean Thomas,Regina King,John Witherspoon,Cedric Yarbrough,Gary Anthony Williams, Anthony Bell,Lesean Thomas,Regina King,John Witherspoon,Cedric Yarbrough,Gary Anthony Williams",4694.0
 The Cape,"4,641.",(1996–1997),Desconhecido,,7.266666666666667,,15.0
 The Collector,"5,100.",(2004–2006),44 min,"Action, Drama, Fantasy",7.472222222222222,,728.0
 The Contender,"5,389.",(2005– ),Desconhecido,,6.2733333333333325,,415.0
 The Crocodile Hunter,226.,(1996–2004),60 min,"Documentary, Action, Adventure",8.614285714285716,,388.0
 The Crow: Stairway to Heaven,"5,511.",(1998–1999),Desconhecido,"Action, Crime, Drama",7.845454545454545,,991.0
 The Detectives,"5,930.",(1959–1962),30 min,"Action, Crime, Drama",7.443333333333333,,507.0
 The Dukes of Hazzard,"6,375.",(1979–1985),49 min,"Action, Comedy",7.35,,21059.0
 The Equalizer,212.,(1985–1989),46 min,"Action, Crime, Drama",7.660919540229883,,6753.0
 The Exile,"6,948.",(1991– ),Desconhecido,"Action, Thriller",,,0.0
 The Fall Guy,"7,089.",(1981–1986),Desconhecido,"Action, Adventure, Comedy",7.26,,6757.0
 The Famous Jett Jackson,"7,137.",(1998–2001),Desconhecido,"Action, Adventure, Comedy",6.0372881355932195,"Pat Williams,Patrick Williams,Lee Thompson Young,Ryan Sommers Baum,Gordon Greene,Montrose Hagins, Shawn Levy,James Marshall,Lee Thompson Young,Ryan Sommers Baum,Gordon Greene,Montrose Hagins, Shawn Levy,Patrick Williams,Lee Thompson Young,Ryan Sommers Baum,Kerry Duff,Gordon Greene",488.0
 The Flash,78.,(1990–1991),47 min,"Action, Crime, Fantasy",7.190476190476191,,4869.0
 The Fugitive,"7,603.",(2000–2001),Desconhecido,"Action, Drama, Mystery",7.495454545454546,,500.0
 The Gallant Men,"7,664.",(1962–1963),60 min,"Action, War, Drama",7.882352941176471,,144.0
 The Girl from U.N.C.L.E.,"7,973.",(1966–1967),60 min,"Action, Adventure, Comedy",7.089655172413793,,799.0
 The Green Hornet,"8,206.",(1966–1967),30 min,"Action, Adventure, Crime",7.28,,2169.0
 The Head,"8,734.",(1994–1996),21 min,"Animation, Action, Adventure",6.2,,16.0
 The Highwayman,"9,091.",(1987–1988),Desconhecido,"Action, Sci-Fi",6.5125,,293.0
 The Huntress,157.,(2000–2001),120 min,"Action, Crime, Drama",6.2,,198.0
 The Incredible Hulk,130.,(1977–1982),95 min,"Action, Adventure, Drama",7.0,,701.0
 The Invisible Man,160.,(2000–2002),120 min,"Action, Comedy, Sci-Fi",7.7,,468.0
 The New Batman Adventures,"2,743.",(1997–1999),22 min,"Animation, Action, Adventure",7.678260869565219,,17121.0
 The Sentinel,102.,(1996–1999),Desconhecido,,8.0,,348.0
 The Six Million Dollar Man,111.,(1974–1978),60 min,"Action, Crime, Drama",7.0,,197.0
 The Tiger Brigades,"3,930.",(1974–1983),Desconhecido,"Action, Crime, Thriller",7.805555555555555,,2943.0
 The Time Tunnel,541.,(1966–1967),50 min,"Action, Adventure, Sci-Fi",5.8,,155.0
 The Unfettered Shogun,"1,030.",(1978–2008),Desconhecido,,,,0.0
 The Young Indiana Jones Chronicles,546.,(1992–1993),82 min,"Action, Adventure, Family",7.525,"Carl Schultz,Jim O'Brien,Sean Patrick Flanery,Corey Carrier,Margaret Tyzack,Ronny Coutteure",1136.0
 Total Recall 2070,120.,(1999),60 min,"Action, Drama, Mystery",6.3,,506.0
 Vampire Princess Miyu,68.,(1997–1998),Desconhecido,,6.8500000000000005,"Toshiki Hirano,Keitarô Motonaga,Miki Nagasawa,Shin'ichirô Miki,Megumi Ogata,Asako Shirakura, Toshiki Hirano,Shigeru Yamazaki,Miki Nagasawa,Shin'ichirô Miki,Megumi Ogata,Asako Shirakura",39.0
 Verschollen in Thailand,110.,(1997– ),95 min,Action,2.9,,16.0
 Vertiges,204.,(1997–2003),90 min,"Action, Crime, Drama",5.175862068965517,,680.0
 Violence Jack,186.,(1986–1990),37 min,"Animation, Action, Drama",5.3999999999999995,,998.0
" Walker, Texas Ranger",542.,(1993–2001),94 min,"Action, Adventure, Crime",7.1,,288.0
 What a Cartoon!,215.,(1995–2002),Desconhecido,"Animation, Short, Action",7.900000000000001,,386.0
 Wolff's Turf,543.,(1992–2006),47 min,"Action, Crime, Drama",,,0.0
 Xena: Warrior Princess,545.,(1995–2001),45 min,"Action, Adventure, Drama",8.5,,615.0
